Label,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24,Sample_25,Sample_26,Sample_27,Sample_28,Sample_29,Sample_30,Sample_31,Sample_32,Sample_33,Sample_34,Sample_35,Sample_36,Sample_37,Sample_38,Sample_39,Sample_40,Sample_41,Sample_42,Sample_43,Sample_44,Sample_45,Sample_46,Sample_47,Sample_48,Sample_49,Sample_50
c,2077.313394573809,2033.3120517593925,2029.8119449446087,2094.31391338847,2069.4381542405467,2120.3147068697167,2122.6897793511766,2208.9424115726188,2273.44438001648,2301.1952269051176,2293.319986571856,2231.6931058687096,2212.1925107577745,2349.071687978759,2457.4499954222238,2469.325357829524,2493.5760979033785,2464.575212866604,2580.8287606433305,2597.079256569109,2634.955412457656,2730.4583269753102,2796.5853450117497,2855.712149418622,2945.089877010407,2974.5907773064364,3075.343852046266,2978.840907010102,3025.9673451948606,3031.842524491104,3034.467604602192,3051.0931119724114,3021.467207861568,2957.465254676961,2944.964873195593,2952.715109714042,2933.464522232734,2873.8377025666077,2929.714407788324,2980.4659566026794,2788.46009704886,2810.4607684560683,2885.0880458998386,2798.710409863582,2623.080050050356,2744.8337656788844,2606.329538865322,2545.702688680685,2517.451826532792,2561.953184606464
d,2114.189519943846,2781.834894863735,2996.466444898831,2992.591326639607,2898.4634540849024,2988.3411969359413,3023.467268898587,3055.7182531205176,3043.3428754539627,3090.9693288979765,2853.712088381604,2851.337015900144,2917.964049195837,3003.091647083957,3042.4678487502674,3028.9674367503894,3002.841639454329,2969.340617084262,2995.0914029358805,3010.091860713523,3058.3433332316054,3008.716818750572,2970.96566667684,2897.463423566393,3017.592089602344,2923.4642170476395,2929.3393963438825,3014.7170018616293,2900.5885189367355,2710.207708975494,2601.579393902402,2577.8286690878017,2491.7010406811733,2432.9492477187414,2258.443922238838,2184.691671498764,2158.940885647145,1982.0604876857813,1951.684560686056,2063.43797112949,2023.186742759484,2042.5623340556049,2024.1867732779936,2032.4370250556965,2023.436750389111,2064.0629902035585,2090.4387951292456,2150.190618610188,2166.441114535966,1981.3104647968996
e,3041.21781060213,2994.9663991210678,2770.0845362712485,2650.5808893093663,2619.704947050386,2639.3305459761345,2551.702871791741,2517.5768303476057,2535.9523911252177,2594.3291726432085,2557.953062532426,2640.330576494644,2673.7065950498977,2657.956114383374,2436.0743430890834,2461.0751060518205,2481.07571642201,2312.320566423536,2226.192938016908,2150.4406262398143,2077.938413647878,2072.9382610553303,2052.312631611072,2040.3122653889584,2052.062623981445,2049.5625476851715,1989.435712759789,1963.4349192785423,1978.9353923154397,1966.810022278512,2006.936246833705,2114.189519943846,2276.8194830164493,2510.326609088412,2554.452955717643,2783.2099368266854,2941.3397625659964,3011.7169103061005,2969.340617084262,2937.464644306772,2798.710409863582,2579.578722495193,2354.946867275002,2237.81829279458,2108.8143559068576,2050.437574388867,2129.4399853511154,2104.81423383282,2139.3152867213967,2505.9514755699333
f,2067.1880855739005,2050.0625629444257,2057.187780388806,2083.8135929441205,2318.3207495345923,2555.4529862361524,2719.3329874568926,2926.839320047609,3091.3443403424176,3076.7188940092165,2995.841425824763,2800.710470900601,2592.579119235817,2442.949552903836,2288.569841608936,2170.691244239632,2046.3124485000155,1974.1852473525196,2256.318857387005,2372.697408978546,2627.205175939207,2850.336985381634,2955.0901821955017,3037.717703787347,3076.593890194403,2926.339304788354,2715.4578691976685,2446.199652088992,2297.945127719962,2080.06347849971,1998.060975981933,2069.4381542405467,2259.068941312906,2333.321207312235,2565.953306680502,2826.4612567522204,2918.71407208472,3024.967314676351,2924.5892513809627,2728.458265938292,2468.075319681387,2196.817041535692,2093.938901944029,2032.187017426069,2007.0612506485184,2123.689809869686,2319.445783867916,2611.079683828242,2808.585711233863,3028.5924253059484
g,2638.0805078279973,2069.813165684988,2067.563097018341,2051.8126163518177,2035.1871089815968,2021.5616931669056,2020.311655018769,2178.0664693136387,2196.0670186468096,2166.56611835078,2226.192938016908,2166.6911221655937,2285.0697347941527,2372.572405163732,2364.69716483047,2440.5744804223764,2555.70299386578,2682.706869716483,2657.5811029389324,2658.081118198187,2698.20734275338,2773.2096316415905,2711.5827509384444,2800.2104556413465,2780.584856715598,2980.590960417493,2938.4646748252817,2902.713583788568,2915.838984344005,2972.590716269417,2965.7155064546646,2976.5908383434557,3049.4680623798336,3097.3445234534747,3019.217139194922,2937.464644306772,3003.091647083957,3001.8416089358197,2990.591265602588,3038.8427381206707,3026.467360454116,3046.092959379864,3013.5919675283058,3019.7171544541766,3021.967223120823,3049.0930509353925,3072.3437604907376,3046.9679860835595,3008.091799676504,3000.591570787683
h,2068.9381389812925,1994.435865352336,2012.5614185003203,2054.8127079073456,2107.564317758721,2095.4389477217937,2004.9361857966855,2095.188940092166,2058.0628070925013,2081.5635242774742,2075.188329721976,2096.438978240303,2114.064516129032,2161.0659504989776,2199.9421369060337,2100.0640888698995,2192.941923276467,2224.94289986877,2352.0717795342875,2242.3184301278725,2271.1943113498337,2316.570696127201,2446.8246711630604,2513.8267159031952,2551.077852717673,2704.8325449385056,2680.456801049837,2703.9575182348094,2646.705771050142,2537.827448347423,2555.0779747917118,2623.4550614947966,2729.333292641988,2755.0840784936063,2765.9594103823965,2788.46009704886,2647.205786309397,2781.834894863735,2810.710776085696,2856.337168492691,2942.589800714133,2870.462599566637,2966.9655446028014,3005.0917081209755,3019.3421430097355,3031.217505417035,3042.842860194708,3049.2180547502057,3082.8440809350877,3018.342112491226
i,2040.562273018586,1981.060457167272,2146.0654927213354,2141.065340128788,2178.5664845728934,2271.944334238716,2237.193273720512,2371.322367015595,2379.5726187932983,2392.1980040894805,2342.696493423261,2617.45487838374,2728.8332773827333,2460.8250984221927,2055.8127384258555,2103.4391918698693,2063.3129673146764,2156.190801721244,2434.199285866878,2745.333780938139,2928.5893734550004,3008.466811120945,2975.965819269387,2859.337260048219,2631.8303170873137,2340.696432386242,2148.440565202796,2055.312723166601,2015.9365215002892,2133.0650959807126,2273.819391460921,2500.451307718131,2763.8343455305644,2950.090029602954,3090.0943021942808,3033.467574083682,2947.339945677053,2767.709463789789,2404.198370311594,2132.690084536271,2082.313547166357,2046.3124485000155,2018.5616016113768,2009.8113345744196,2054.312692648092,2229.568041016877,2452.1998352000487,2460.450086977752,2613.704763939329,2792.585222937712
j,2268.944242683187,2408.4485000152595,2579.45371868038,2812.5858333079013,2912.838892788476,2950.4650410473955,2961.7153843806277,2948.089968565936,2794.960295419172,2590.079042939543,2417.573778496658,2198.0670796838285,2151.565660573138,2124.064821314127,2017.4365672780536,2035.812128055666,1997.185949278237,2173.6913357951594,2430.0741599780267,2619.704947050386,2821.461104159673,2896.33838923307,2989.96624652852,2976.5908383434557,2896.4633930478835,2840.3366801965394,2747.583849604785,2546.452711569567,2352.321787163916,2224.692892239143,2073.3132724997718,2078.188421277505,2118.814661091952,2173.0663167210914,2353.446821497238,2514.951750236519,2593.70415356914,2822.836146122624,2978.3408917508477,2793.0852381969667,2594.704184087649,2594.8291879024628,2560.4531388287,2500.326303903317,2490.2009949034086,2475.7005523850216,2508.326548051393,2482.3257545701467,2454.9499191259497,2294.945036164434
k,2059.68785668508,2366.8222296823023,2565.578295236061,2559.078096865749,2519.9519028290656,2561.703176976837,2533.202307199316,2688.0820337534715,2777.2097537156283,2691.082125309,2803.210547196875,2731.45835749382,2614.704794457839,2727.7082430494097,2859.837275307474,2830.086367381817,2867.2125003814813,2865.5874507889034,2962.5904110843226,2916.964018677328,2974.840784936064,3025.842341380047,3023.7172765282144,3009.3418378246406,3011.8419141209147,3010.466872157964,3060.0933866389964,3050.843104342784,3048.593035676138,3028.8424329355757,3064.468520157476,3009.216834009827,3010.2168645283364,2825.586230048524,2723.833124790185,2746.458815271462,2782.209906308176,2845.711844233528,2834.3364970854823,2845.461836603901,2843.961790826136,2721.083040864284,2768.709494308298,2823.086153752251,2717.4579302346874,2744.5837580492566,2824.08618427076,2769.45951719718,2685.456953642384,2619.4549394207597
l,2069.563158055361,2331.821161534471,2634.5804010132147,2730.208319345684,2714.457838679159,2715.0828577532275,2670.831507309183,2827.336283455916,2759.834223456526,2807.5856807153536,2773.334635456404,2785.0849940488906,2801.585497604297,2800.835474715415,2885.46305734428,2918.0890530106512,2849.961973937193,2934.4645527512434,2964.715475936155,2973.090731528672,2987.716177861873,3007.96679586169,3003.2166508987707,3004.841700491348,3074.9688406018254,2993.4663533433027,2898.088442640462,2870.462599566637,2969.215613269448,2961.965392010254,2945.089877010407,3007.091769157995,2997.841486861782,2966.9655446028014,2981.090975676748,2989.841242713706,3024.4672994170965,3044.967925046541,3045.4679403057958,3055.218237861263,3012.341929380169,3036.3426618243966,3100.2196111941894,3064.9685354167304,2972.7157200842307,2840.8366954557937,2866.8374889370407,2953.965147862178,2963.2154301583914,2989.841242713706
m,2163.8160344248786,2160.5659352397224,2274.319406720176,2408.698507644887,2370.197332682272,2283.819696646016,2440.074465163121,2469.325357829524,2478.9506515701773,2505.0764488662376,2500.9513229773856,2583.703848384045,2630.330271309549,2632.580339976196,2665.2063356425674,2762.0842921231724,2845.2118289742725,2935.7145908993803,3036.217658009583,3069.843684194464,3105.469771416364,3074.8438367870112,2907.713736381115,2878.837855159154,2853.087069307536,2880.087893307291,2919.2140873439744,3015.5920285653247,3012.841944639424,2952.965117343669,2980.2159489730525,2968.715598010193,2969.96563615833,2982.3410138248846,2937.3396404919586,2975.2157963805053,2996.5914487136447,2967.3405560472424,2853.087069307536,2782.459913937804,2672.456556901761,2671.581530198065,2722.458082827235,2581.82879116184,2467.5753044221324,2520.326914273507,2592.579119235817,2511.7016510513627,2567.828363902707,2554.327951902829
n,2086.813684499649,2595.329203161717,2937.839655751213,2966.2155217139198,2981.090975676748,2992.8413342692343,2981.465987121189,2979.7159337137973,2970.96566667684,2970.215643787957,2997.2164677877136,2967.0905484176155,2945.9649037141025,2959.715323343608,2966.2155217139198,2850.711996826075,2884.4630268257697,2944.5898617511525,2923.5892208624537,2932.464491714225,2671.956541642506,2657.956114383374,2652.8309579760125,2643.455671864986,2740.4586321604056,2706.207586901456,2650.955900753808,2557.953062532426,2579.578722495193,2565.828302865688,2513.9517197180094,2615.454817346721,2526.702108829005,2481.200720236824,2504.451429792169,2487.075899533067,2412.573625904111,2382.822717978454,2411.0735801263463,2473.3254799035617,2454.0748924222544,2445.44962920011,2458.075014496292,2366.947233497116,2441.574510940886,2351.446760460219,2227.692983794672,2143.315408795435,2181.4415723136085,2235.5682241279337
o,2261.56901760918,2422.823938718833,2694.582232123784,2731.958372753075,2702.707480086673,2686.0819727164526,2721.208044679098,2796.710348826564,2773.5846430860315,2787.835077974792,2863.962401196326,2865.5874507889034,2996.7164525284584,2951.2150639362776,2969.5906247138887,2953.2151249732965,2933.464522232734,2924.83925901059,3051.2181157872246,2999.341532639546,2893.963316751609,2929.3393963438825,2958.7152928250985,2939.08969389935,2952.4651020844144,2953.0901211584824,3009.7168492690816,3007.091769157995,3001.4665974913783,3060.2183904538106,2917.2140263069555,2947.339945677053,2992.466322824793,3006.216742454298,2950.840052491837,2987.716177861873,2997.4664754173405,2989.841242713706,2930.9644459364604,2806.210638752404,2752.5840021973327,2782.584917752617,2793.460249641408,2788.335093234047,2878.212836085086,2786.3350321970274,2810.9607837153235,2799.3354289376507,2833.4614703817865,2844.586809900204
p,1942.5592822046572,2009.4363231299783,2006.061220130009,2190.31684316538,2186.4417249061557,2295.4450514236883,2240.693380535294,2342.32148197882,2407.698477126377,2558.45307779168,2566.4533219397563,2731.083346049378,2812.5858333079013,2842.086733603931,2821.7111117893,2854.9621265297405,2881.587939085055,2927.0893276772367,2994.091372417371,2979.590929898984,3075.0938444166386,2996.3414410840173,2982.966032898953,2991.34128849147,3051.71813104648,3015.8420361949525,3018.8421277504813,3033.0925626392404,2995.716422009949,2992.3413190099795,3068.593646046328,3041.3428144169443,3079.7189855647453,2952.715109714042,2982.716025269326,3003.716666158025,2966.465529343547,2920.339121677297,2866.7124851222266,2992.591326639607,3001.4665974913783,2977.465865047151,3017.7170934171577,3108.2198553422654,3058.84334849086,2923.839228492081,2855.462141788995,2746.083803827021,2822.4611346781826,2708.7076631977297
q,2034.187078463088,2074.938322092349,2212.1925107577745,2224.0678731650746,2262.9440595721308,2270.819299905393,2281.194616534928,2287.069795831172,2277.5695059053314,2329.821100497452,2335.571275978881,2446.6996673482467,2490.0759910885954,2548.077761162145,2684.331919309061,2843.7117831965083,2958.215277565844,2946.7149266029846,3013.341959898679,3029.8424634540847,3039.342753379925,2939.08969389935,2844.2117984557635,2896.713400677512,2974.840784936064,2949.715018158513,2973.590746787927,2981.966002380444,3032.092532120731,3007.8417920468764,2941.3397625659964,3030.4674825281536,3023.467268898587,3067.5936155278177,2999.841547898801,3014.3419904171883,3051.968138676107,3064.8435316019163,3123.095309305094,3088.594256416517,3110.9699392681664,2962.215399639881,2933.714529862362,2950.7150486770224,2925.839289529099,2931.8394726401566,2968.715598010193,2894.713339640492,2808.585711233863,2699.0823694570754
r,2052.687643055513,2217.0676595355085,2327.571031830805,2347.4466383861813,2301.320230719932,2159.0658894619587,2198.0670796838285,2334.571245460372,2384.072756126591,2349.8217108676417,2409.573534348582,2422.698934904019,2401.69829401532,2509.076570940276,2459.70006408887,2453.94988860744,2563.828241828669,2597.4542680135505,2602.4544206060973,2619.4549394207597,2651.455916013062,3006.3417462691123,2973.215735343486,3025.9673451948606,2997.7164830469683,2963.715445417646,2959.2153080843536,2966.340525528733,2982.716025269326,2943.964842677084,2853.712088381604,2889.463179418318,2865.337443159276,2881.587939085055,2847.336893826106,2877.8378246406446,2823.461165196692,2746.833826715904,2770.959562974944,2780.709860530412,2701.582445753349,2739.3335978270825,2666.581377605518,2449.1997436445204,2463.200170903653,2506.701498458815,2499.701284829249,2411.1985839411605,2408.5735038300727,2367.5722525711844
s,2232.443128757592,2350.821741386151,2585.453901791436,2842.711752677999,2763.209326456496,2759.334208197272,2910.4638203070167,2905.5886715292827,2941.089754936369,2972.3407086397906,3004.5916928617207,2997.591479232154,3054.9682302316355,3027.092379528184,3051.0931119724114,3058.218329416791,2989.216223639637,2879.212866603596,2882.712973418378,2876.712790307322,2557.7030549027986,2634.205389568773,2648.705832087161,2656.206060975981,2591.954100161748,2536.4524063844724,2430.9491866817225,2386.447828608051,2439.6994537186806,2444.699606311228,2473.5754875331886,2373.822443311869,2351.82177190466,2106.1892757957703,2135.1901608325447,2278.6945402386546,2153.815729239784,2077.5634022034365,2044.562395092624,2042.0623187963504,2044.812402722251,2040.6872768333997,1998.9360026856289,2005.811212500381,2024.3117770928063,2053.687673574023,2012.311410870693,2079.313455610828,2167.441145054476,2181.941587572863
t,3004.091677602466,2970.96566667684,2761.959288308359,2622.20502334666,2692.957182531205,2679.831781975768,2625.2051149021886,2690.957121494186,2635.580431531724,2579.3287148655663,2531.327249977111,2539.4524979400007,2572.203497421186,2605.2045045319987,2494.7011322367016,2526.8271126438185,2458.450025940733,2494.576128421888,2534.827356791894,2595.579210791345,2473.5754875331886,2465.3252357554857,2510.201605273598,2311.070528275399,2278.444532609028,2334.821253089999,2329.446089053011,2312.320566423536,2257.1938840907005,2367.1972411267434,2325.6959746086,2299.320169682913,2281.069612720115,2208.1923886837367,2210.442457350383,2233.06814783166,2232.943144016846,2181.566576128422,2205.1922971282083,2221.567796868801,2186.0667134617142,2163.441022980437,2062.187932981353,2042.812341685232,2064.0629902035585,2072.188238166448,1998.435987426374,2041.0622882778405,2061.187902462844,2000.061037018952
u,2742.4586931974245,2889.338175603504,2810.4607684560683,2841.2117069002347,2838.7116306039616,2795.0852992339856,2715.2078615680407,2773.2096316415905,2687.0820032349625,2507.0765099032565,2442.4495376445816,2541.2025513473923,2571.9534897915587,2497.9512314218573,2633.9553819391463,2511.0766319772943,2499.2012695699946,2527.202124088259,2623.830072939238,2505.326456495865,2400.3232520523698,2186.3167210913425,2191.066866054262,2065.188024536882,2130.315012054811,2093.188879055147,2058.0628070925013,2126.439893795587,2047.1874752037104,2075.438337351604,2071.688222907193,2056.0627460554824,2050.437574388867,2060.8128910184028,2089.6887722403635,2122.314767906736,2174.066347239601,2116.189580980865,2098.939054536577,1980.0604266487624,1999.8110293893249,2069.688161870174,2080.8135013885926,2195.817011017182,2279.4445631275366,2259.318948942534,2319.445783867916,2425.824030274361,2366.197210608234,2455.199926755577
v,2903.963621936705,2907.963744010743,2807.5856807153536,2802.085512863552,2837.3365886410106,2745.208777123325,2715.332865382855,2658.706137272256,2748.208868678854,2726.0831934568314,2707.957640308847,2734.0834376049074,2772.209601123081,2707.582628864406,2768.0844752342296,2732.208380382702,2589.4540238654745,2431.4492019409777,2528.9521774956515,2584.828882717368,2492.076052125614,2372.072389904477,2405.1984008301038,2337.946348460341,2400.948271126438,2347.196630756554,2316.320688497574,2292.944975127414,2268.944242683187,2289.9448835718863,2253.193762016664,2290.444898831141,2273.3193762016663,2324.0709250160216,2369.572313608204,2303.8203070162053,2210.567461165197,2094.563921018097,2123.0647907956177,2046.8124637592696,1988.4356822412797,2025.6868190557575,2008.936307870724,1976.4353160191656,2058.937833796197,2024.4367809076205,2053.9376812036503,2039.562242500076,2085.6886501663257,2132.690084536271
w,2808.335703604236,2972.0907010101623,2978.3408917508477,2944.0898464918973,2940.9647511215558,2960.9653614917447,2904.9636524552143,2853.4620807519764,2846.336863307596,2827.336283455916,2932.8395031586656,2931.589465010529,2838.961638233589,2854.712118900113,2633.7053743095184,2618.204901272622,2602.0794091616563,2453.94988860744,2538.3274636066776,2523.9520249031034,2606.0795312356945,2617.704886013367,2604.079470198676,2623.4550614947966,2594.07916501358,2590.7040620136117,2486.200872829371,2437.9494003112886,2380.9476607562488,2415.9487289040803,2409.6985381633963,2219.817743461409,2142.315378276925,2017.9365825373088,1985.5605945005643,2008.8113040559097,1950.434522537919,1946.4344004638813,2064.3129978331854,2035.1871089815968,2095.6889553514206,2088.938749351482,2169.691213721122,2259.6939603869746,2271.06930753502,2325.0709555345315,2414.198675496689,2649.205847346416,2756.9591357158115,2851.7120273445844
x,2898.963469344157,2563.5782341990416,2611.70470290231,2519.576891384625,2505.0764488662376,2315.8206732383187,2191.691885128331,2263.444074831385,2225.192907498398,2308.0704367198705,2187.816766869106,2056.3127536851102,2057.4377880184334,2049.9375591296125,2083.8135929441205,2138.6902676473283,2134.6901455732905,2073.063264870144,2034.4370860927152,2042.3123264259773,2017.3115634632409,2084.938627277444,2065.563035981322,2058.562822351756,2081.5635242774742,2074.063295388653,2202.442213202308,2216.067629016999,2182.816614276559,2167.1911374248484,2181.6915799432354,2281.3196203497423,2309.0704672383804,2235.8182317575606,2207.1923581652272,2174.441358684042,2188.441785943174,2258.568926053652,2266.9441816461685,2419.573839533677,2518.576860866115,2602.329416791284,2744.7087618640708,2756.2091128269294,2740.7086397900325,2884.0880153813287,2889.8381908627584,2832.836451307718,2872.8376720480974,2944.5898617511525
y,2703.5825067903684,2461.0751060518205,2477.075594347972,2442.1995300149542,2397.5731681264688,2441.949522385327,2338.57136753441,2241.443403424177,2230.9430829798275,2043.9373760185551,2099.439069795831,2095.31394390698,2153.69072542497,2090.1887874996182,2099.189062166204,2071.688222907193,2121.9397564622946,2109.56437879574,2142.9403973509934,2233.318155461287,2252.818750572222,2275.194433423872,2433.449262977996,2426.699056978057,2587.9539780877103,2636.330454420606,2707.832636494033,2762.9593188268686,2671.331522568438,2674.3316141239666,2675.331644642476,2762.0842921231724,2784.959990234077,2816.835963011566,2917.2140263069555,2962.7154148991367,2893.963316751609,2992.8413342692343,3009.7168492690816,3013.5919675283058,3067.968626972259,3040.092776268807,3044.092898342845,2995.4664143803216,3012.466933194983,3003.716666158025,2964.840479750969,2777.709768974883,2649.580858790857,2462.200140385144
z,2036.3121433149208,2302.445265053255,2469.700369273965,2447.574694051943,2473.8254951628164,2589.4540238654745,2703.4575029755542,2782.3349101229896,2811.710806604206,2732.9584032715843,2765.084383678701,2871.3376262703327,2960.215338602863,3003.841669972838,3006.0917386394854,3097.844538712729,3027.342387157811,2932.7144993438524,2919.4640949736013,2895.963377788629,2817.460982085635,2743.3337199011203,2469.450361644337,2468.2003234962003,2329.07107760857,2149.440595721305,2088.813745536668,1949.9345072786648,1896.0578630939667,1925.9337748344367,1944.1843317972352,1985.5605945005643,2028.1868953520311,2159.9409161656545,2168.5661793877985,2175.3163853877377,2222.4428235724968,2353.9468367564928,2320.320810571612,2359.697012237922,2316.570696127201,2351.571764275033,2389.697927793207,2392.1980040894805,2466.450270088809,2385.947813348796,2414.8236945707577,2546.7027191991947,2461.325113681448,2386.697836237678
0,3022.342234565264,2783.0849330118717,2623.080050050356,2487.325907162694,2468.325327311014,2459.9500717184974,2542.077578051088,2594.2041688283944,2451.824823755608,2302.320261238441,2312.695577867977,2371.9473860896637,2396.448133793145,2285.819757683035,2328.8210699789424,2287.5698110904264,2218.5677053132727,2118.814661091952,2108.939359721671,2077.1883907589954,2078.68843653676,2064.5630054628136,2117.814630573443,2159.690908536027,2142.690389721366,2104.689230018006,2141.6903592028566,1973.310220648824,2126.064882351146,2167.441145054476,2153.69072542497,2117.0646076845605,2179.81652272103,2248.5686208685565,2173.5663319803466,2253.943784905545,2317.5707266457107,2293.0699789422288,2337.196325571459,2339.4463942381053,2431.8242133854183,2400.6982634968117,2723.458113345744,2666.206366161077,2624.3300881984924,2609.204626606037,2599.454329050569,2594.704184087649,2816.335947752312,2908.21375164037
1,2317.070711386456,2195.692007202368,2089.4387646107366,2028.4369029816585,1997.5609607226784,2035.562120426038,2046.562456129643,1998.3109836115605,2047.9374980925927,2097.063997314371,2091.8138370921965,2151.065645313883,2160.940946684164,2247.4435865352334,2253.568773461104,2456.574968718528,2667.9564195684684,2838.211615344707,2870.7126071962643,2957.8402661214027,3008.9668263802,2973.090731528672,2984.9660939359724,2989.091219824824,2947.21494186224,2911.2138431958983,2950.7150486770224,2999.716544083987,2951.0900601214635,2972.840723899045,2983.966063417463,3017.592089602344,2985.5911130100408,3014.091982787561,3023.842280343028,2999.341532639546,2901.713553270058,2839.836664937284,2954.34015930662,2984.4660786767176,2949.4650105288856,2950.5900448622087,2945.589892269661,3019.092135380108,2905.0886562700284,2932.464491714225,3016.0920438245794,2902.4635761589407,2902.4635761589407,2933.589526047548
2,2060.687887203589,2044.812402722251,2000.561052278207,2070.313180944243,2155.440778832362,2241.443403424177,2222.817835016938,2204.4422742393263,2182.6916104617453,2302.445265053255,2317.5707266457107,2255.693838312937,2366.6972258674887,2456.574968718528,2606.329538865322,2637.580492568743,2630.580278939177,2708.832667012543,2662.3312479018527,2777.334757530442,2798.585406048769,2845.3368327890867,2904.338633381146,2992.091311380352,3006.9667653431807,2989.841242713706,3012.71694082461,3030.5924863429677,2998.9665211951046,2969.340617084262,2919.2140873439744,2986.341135898923,2869.837580492569,2845.3368327890867,2845.0868251594597,2870.962614825892,2799.4604327524644,2590.5790581987976,2628.0802026429037,2569.3284096804714,2641.080599383526,2638.705526902066,2553.202917569506,2538.4524674214917,2527.0771202734463,2481.07571642201,2532.702291940061,2404.573381756036,2452.1998352000487,2492.7010711996822
3,2143.065401165807,2259.5689565721614,2518.076845606861,2492.7010711996822,2552.2028870509967,2645.7057405316323,2668.581438642537,2663.8312936796165,2762.0842921231724,2908.4637592699974,2876.087771233253,2862.9623706778166,2939.214697714164,2944.4648579363384,2963.0904263435777,2954.4651631214333,2898.7134617145302,2960.7153538621174,2996.7164525284584,2990.966277047029,3019.7171544541766,2982.966032898953,2983.966063417463,2905.83867915891,2914.7139500106814,2794.585283974731,2750.7089449751275,2793.8352610858487,2798.835413678396,2731.583361308634,2742.9587084566792,2675.5816522721034,2651.455916013062,2548.952787865841,2446.3246559038057,2427.3240760521257,2503.701406903287,2505.0764488662376,2406.4484389782406,2335.0712607196265,2317.820734275338,2344.32154301584,2271.3193151646474,2224.94289986877,2249.1936399426254,2171.441267128513,2229.9430524613176,2275.444441053499,2173.6913357951594,2181.6915799432354
4,2300.5702078310496,2602.954435865352,2639.8305612353897,2714.457838679159,2853.8370921964174,2996.5914487136447,3007.7167882320628,3003.966673787652,2999.46653645436,3015.3420209356977,3034.3426007873777,3021.592211676382,2977.965880306406,2939.464705343791,2873.96270638142,2798.710409863582,2756.5841242713705,2757.3341471602525,2656.4560686056097,2633.9553819391463,2657.2060914944914,2562.3281960509053,2434.699301126133,2396.1981261635183,2450.949797051912,2473.7004913480027,2376.822534867397,2375.8225043488874,2337.4463332010864,2347.4466383861813,2378.322580645161,2417.198767052217,2350.696737571337,2169.1911984618678,2075.063325907163,2055.937742240669,2097.3140049439985,2033.3120517593925,2023.311746574297,2086.688680684836,1990.560747093112,1964.8099612414928,2218.192693868832,2224.817896053957,2303.320291756951,2283.1946775719475,2237.443281350139,2186.9417401654105,2155.190771202734,2221.3177892391736
5,2363.822138126774,2545.702688680685,2590.204046754356,2692.207159642323,2743.208716086306,2758.2091738639483,2703.207495345928,2800.2104556413465,2847.336893826106,2921.714163640248,2947.339945677053,2911.0888393810847,2935.8395947141944,2870.962614825892,2912.838892788476,3002.091616565447,3021.8422193060087,3076.3438825647754,3014.842005676443,3002.591631824702,3020.4671773430587,3003.2166508987707,2983.091036713767,2984.9660939359724,2931.464461195716,2967.215552232429,2877.33780938139,2915.713980529191,2891.713248084964,2882.5879696035645,2767.709463789789,2749.958922086245,2752.83400982696,2616.8298593096715,2545.577684865871,2564.2032532731105,2627.205175939207,2593.9541611987675,2464.700216681417,2389.4479201635795,2384.572771385846,2311.8205511642814,2262.1940366832487,2170.1912289803768,2201.317178868984,2243.0684530167546,2214.317575609607,2183.816644795068,2184.191656239509,2270.444288460952
6,2113.439497054964,2357.321939756462,2482.3257545701467,2545.8276924954985,2585.453901791436,2513.326700643941,2493.826105533006,2473.075472273934,2581.5787835322126,2615.5798211615343,2654.205999938963,2734.583452864162,2667.2063966795863,2642.5806451612902,2674.706625568407,2783.0849330118717,2799.960448011719,2786.7100436414685,2815.5859248634297,2904.713644825587,2917.2140263069555,2893.338297677541,2929.9644154179514,2998.9665211951046,2973.090731528672,2977.715872676779,3013.841975157933,3058.468337046418,3029.2174443800163,3002.591631824702,2934.214545121616,2923.3392132328254,2913.713919492172,2937.839655751213,2932.8395031586656,2744.208746604816,2708.2076479384746,2750.7089449751275,2782.459913937804,2735.333475753044,2616.8298593096715,2679.456770531327,2559.3281044953765,2587.203955198828,2680.58180486465,2579.3287148655663,2570.578447828608,2602.954435865352,2566.703329569384,2413.19864497818
7,2075.063325907163,2336.1962950529496,2402.3233130893886,2533.452314828944,2535.3273720511493,2800.2104556413465,2744.4587542344434,2754.834070863979,2822.211127048555,2882.08795434431,2852.8370616779075,2799.960448011719,2902.713583788568,2864.212408825953,2881.7129428998687,2942.8398083437605,2927.339335306864,2947.839960936308,2939.589709158605,2964.0904568620867,2895.713370159001,2911.8388622699667,2905.5886715292827,2888.0881374553665,2877.33780938139,2781.709891048921,2888.0881374553665,2932.0894802697835,2964.965483565783,2845.461836603901,2888.463148899808,2917.964049195837,2994.4663838618126,2977.5908688619647,2922.46418652913,2853.5870845667896,2939.08969389935,2991.966307565539,2877.8378246406446,2891.088229010895,2938.2146671956543,2840.4616840113526,2886.338084047975,3025.092318491165,2971.215674306467,3011.7169103061005,3141.470870082705,3041.967833491012,3040.467787713248,2918.4640644550923
