Label,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24,Sample_25,Sample_26,Sample_27,Sample_28,Sample_29,Sample_30,Sample_31,Sample_32,Sample_33,Sample_34,Sample_35,Sample_36,Sample_37,Sample_38,Sample_39,Sample_40,Sample_41,Sample_42,Sample_43,Sample_44,Sample_45,Sample_46,Sample_47,Sample_48,Sample_49,Sample_50
u,3409.729056672872,3206.09784234138,2888.7131565294358,2827.0862758262883,2909.0887783440658,2944.964873195593,2949.715018158513,2752.3339945677053,2754.209051789911,2849.3369548631244,2813.9608752708514,2699.832392345958,2658.581133457442,2803.210547196875,2890.58821375164,2998.0914944914093,2993.091341898861,2885.213049714652,2892.4632709738453,2842.086733603931,2604.5794854579303,2660.20618305002,2574.8285775322734,2406.948454237495,2423.6989654225285,2316.570696127201,2382.822717978454,2232.0681173131507,2234.5681936094243,2146.940519425031,2035.93713187048,2102.4391613513594,2172.066286202582,2192.3169042023987,2069.563158055361,1988.9356975005344,1938.6841639454328,1875.4322336497085,1903.1830805383463,1954.059633167516,2035.437116611225,2121.564745017853,2051.187597277749,2016.5615405743583,2103.4391918698693,2175.8164006469924,2052.937650685141,2001.8110904263435,1932.8089846491896,1890.682699056978
v,2526.20209356975,3128.220465712455,3438.47993408002,3497.6067384868925,3499.4817957090977,3510.3571275978884,3518.732383190405,3475.7310708944974,3433.7297891171,3189.347331156346,3091.969359416486,3033.0925626392404,3071.218726157414,3072.593768120365,3078.5939512314217,3110.8449354533523,3111.9699697866754,3068.7186498611404,3075.2188482314523,3084.96914578692,3077.218909268472,3031.9675283059173,3038.3427228614155,2913.9639271217998,2859.2122562334057,2842.586748863186,2937.3396404919586,2887.4631183812985,2822.086123233741,2813.335856196783,2676.331675160985,2752.5840021973327,2677.956724753564,2597.7042756431774,2588.829004791406,2447.949705496384,2448.82473220008,2413.698660237434,2449.449751274148,2482.07574694052,2441.6995147556995,2457.574999237037,2227.692983794672,2196.0670186468096,2307.4454176458025,2436.949369792779,2579.578722495193,2436.574358348338,2383.197729422895,2396.1981261635183
w,1483.6702780236212,2685.956968901639,2853.4620807519764,2838.961638233589,2897.963438825648,3017.842097231972,3081.719046601764,3071.0937223426013,3030.092471083713,3128.220465712455,3146.471022675252,3163.8465529343557,3172.971831415753,3195.0975066377764,3233.22367015595,3238.4738303781246,3213.2230597857606,3197.2225714896085,3183.34714804529,3181.8471022675253,3197.722586748863,3238.223822748497,3215.59813226722,3187.847285378581,3226.973479415265,3213.5980712302016,3192.8474379711297,3130.2205267494737,3121.5952635273293,3162.9715262306586,3180.722067934202,3175.0968962675865,3171.596789452803,3140.345835749382,3110.7199316385386,3210.722983489487,3223.848384044923,3264.349620044557,3212.098025452437,3246.7240821558275,3312.851100192266,3318.1012604144416,3322.6013977477346,3311.726065858944,3294.475539414655,3339.8519241920226,3337.976866969817,3345.85210730308,3325.9765007477035,3296.9756157109287
x,3199.847651600696,2682.831873531297,2447.449690237129,2196.192022461623,2029.3119296853545,2006.686239204077,2052.8126468703267,1882.182439649648,1875.682241279336,1822.55561998352,1809.180211798456,1826.1807306131168,1701.1769157994322,1801.9299905392625,1939.3091830195012,1884.30750450148,1896.3078707235936,1963.6849269081697,2068.9381389812925,2033.937070833461,2160.5659352397224,2177.191442609943,2079.813470870083,2159.690908536027,2039.937253944517,2153.815729239784,2436.3243507187112,2526.077089754937,2718.582964568011,2783.3349406414995,2774.0846583452867,2750.4589373455,2916.33899960326,3053.218176824244,3059.5933713797417,3027.217383342997,3001.8416089358197,3020.0921658986176,2944.4648579363384,2962.340403454695,2953.840144047365,3069.093661305582,3188.4723044526504,3282.225165562914,3347.2271492660298,3367.22775963622,3393.35355693228,3414.479201635792,3406.8539689321574,3392.3535264137704
y,2922.9642017883843,2623.4550614947966,2201.442182683798,2298.1951353495897,2412.948637348552,2253.3187658314764,2197.067049165319,2191.3168736838893,2236.318247016816,2299.695181127354,2335.321268349254,2319.57078768273,2373.822443311869,2390.3229468672757,2270.694296090579,2170.691244239632,2095.4389477217937,1940.309213538011,1890.9327066866056,1812.5553147984251,1806.5551316873684,1942.4342783898437,1982.6855067598497,2009.561326944792,2006.1862239448224,2055.6877346110414,2040.3122653889584,2133.565111239968,2068.313119907224,2097.439008758812,2299.320169682913,2313.8206122013003,2305.070345164342,2432.324228644673,2393.4480422376173,2393.948057496872,2371.1973632007816,2408.8235114597005,2311.8205511642814,2214.06756797998,2264.6941129795223,2202.067201757866,2098.1890316476943,2536.3274025696587,2638.83053071688,2714.2078310495317,2645.080721457564,2637.9555040131845,2578.4536881618696,2530.452223273416
z,3080.969023712882,3286.9753105258337,3329.851619006928,3276.8500015259256,3284.600238044374,3254.474318674276,3248.349131748406,3228.0985137485886,3212.598040711692,3120.9702444532604,3010.9668874172185,2821.9611194189274,2629.5802484206674,2696.7072969756155,2736.3335062715537,2733.333414716025,2739.58360545671,2687.5820184942168,2742.083681752983,2782.459913937804,2771.459578234199,2823.7111728263194,2828.711325418866,2860.71230201117,2917.589037751396,2812.5858333079013,2815.210913418989,2636.2054506057925,2560.0781273842586,2662.706259346294,2538.8274788659323,2638.330515457625,2674.45661793878,2686.4569841608936,2728.2082583086644,2647.580797753837,2668.331431012909,2649.830866420484,2729.458296456801,2790.960173345134,2620.4549699392683,2696.7072969756155,2611.70470290231,2594.5791802728354,2662.206244087039,2700.957426679281,2672.206549272133,2652.205938901944,2687.4570146794026,2718.832972197638
0,2119.189672536393,1788.4295785393842,1801.0549638355662,1938.0591448713644,1834.1809747611928,1821.055574205756,1816.930448316904,2010.18634601886,2327.696035645619,2273.5693838312936,2377.57255775628,2394.948088015381,2387.6978667561875,2406.948454237495,2592.70412305063,2737.208532975249,3007.7167882320628,2973.215735343486,2938.589678640095,3093.5944090090643,3155.9713126010924,3194.722495193335,3108.094851527452,3074.9688406018254,3098.0945463423564,3098.9695730460526,3175.346903897214,3163.0965300454727,3134.095645008698,3105.844782860805,3081.9690542313915,3128.345469527268,3097.594531083102,3114.0950346385084,3134.2206488235115,3191.222388378552,3190.9723807489245,3224.348399304178,3251.3492233039337,3261.7245399334697,3273.7249061555835,3276.599993896298,3281.600146488845,3288.225348673971,3295.7255775627923,3301.6007568590358,3287.975341044343,3323.851435895871,3383.228247932371,3410.604083376568
1,2998.0914944914093,2624.58009582812,2700.8324228644674,2683.95690786462,2607.829584643086,2601.704397717215,2569.2034058656573,2386.822840052492,2355.321878719443,2141.940366832484,2058.312814722129,2043.4373607593009,2027.5618762779625,1935.1840571306495,1843.8062685018465,1817.3054597613452,1771.054048280282,1768.1789605395672,1772.0540787987916,1781.3043610950042,1803.1800286873988,1792.5547044282357,1763.4288155766474,1763.0538041322063,1804.805078279977,1807.3051545762503,1772.4290902432324,1869.6820581682791,1959.184789574877,2123.5648060548724,2155.6907864619893,2069.938169499802,2016.061525315104,1999.0610065004423,1987.060640278329,1998.8109988708152,2055.562730796228,2018.6866054261911,2138.190252388073,2093.4388866847744,2241.443403424177,2265.069124423964,2178.3164769432665,2300.070192571796,2218.5677053132727,2307.320413830989,2362.3220923490094,2276.3194677571946,2185.441694387646,2102.6891689809872
2,2667.8314157536543,3399.353740043336,3309.8510086367387,3322.226386303293,3363.727652821436,3378.603106784265,3269.0997650074773,3258.3494369335,3162.096499526963,3074.0938138981287,2984.4660786767176,2988.0911893063144,3039.2177495651117,2941.2147587511827,2972.465712454604,3038.7177343058565,3006.0917386394854,3032.967558824427,2967.4655598620566,2973.4657429731133,2837.711600085452,2810.2107608264414,2817.9609973448896,2754.709067049165,2837.2115848261974,2867.8375194555497,2803.460554826502,2829.83635975219,2898.4634540849024,2885.8380687887206,2728.458265938292,2804.960600604267,2833.211462752159,2822.711142307809,2875.3377483443705,2827.46128727073,2668.456434827723,2625.0801110873745,2599.704336680197,2375.8225043488874,2207.3173619800414,2292.5699636829736,2293.319986571856,2244.6935026093324,2251.1937009796443,2180.5665456099123,2085.6886501663257,2039.187231055635,2016.9365520187996,2002.3111056855985
3,1777.804254280221,2738.4585711233863,2923.3392132328254,3020.2171697134318,2994.4663838618126,3053.593188268685,3121.9702749717703,3100.719626453444,3145.971007415998,3155.346293527024,3196.722556230354,3293.9755241554,3291.9754631183814,3307.225928525651,3297.100619525743,3301.8507644886627,3346.852137821589,3362.227607043672,3363.85265663625,3349.2272103030487,3341.2269661549726,3346.977141636403,3345.602099673452,3360.4775536362804,3347.7271645252845,3314.6011535996586,3243.723990600299,3238.4738303781246,3200.597674489577,3116.095095675528,3161.846491897336,3196.3475447859128,3252.974272896512,3222.7233497116,3273.849909970397,3292.850489822077,3294.350535599841,3236.4737693411057,3233.973693044832,3172.221808526871,3210.722983489487,3125.4703817865534,3176.096926786096,3194.9725028229623,3179.7220374156927,3231.473616748558,3256.2243720816678,3289.475386822108,3307.975951414533,3296.600604266488
